text,link,description
"That was the first thing I thought of. And by the way, the Republicans have been really very good to me. One thing the Republicans have to do though, they have to get tougher. We have some great ones, you know that. Jim Jordan and Meadows has been great. A lot of them. A lot of them have been great. But the Republicans have to get tougher. The Democrats play a much dirtier game. Like impeaching on a phone call. I'll never forget, ""Sir, did you call the President of Ukraine?"" ""Yeah, I did. Why?"" ""Just to congratulate."" I had five guys begging me to call him to congratulate. I never met him before, what do I care?",https://www.rev.com/blog/transcripts/donald-trump-rush-limbaugh-interview-radio-rally-transcript-october-9,Donald Trump joined Rush Limbaugh’s radio show for a “radio rally” on October 9. Read the transcript of the interview here.
"He said, ""Sir, we have no ammunition."" Okay? I said, ""Keep that very quiet."" Then we started building up, and now we have new rockets, new missiles. We have stuff the likes of which nobody... Russia dreams of the stuff that we have. China dreams of the stuff that we have, Rush, and we can't talk about it, or we shouldn't talk about it. We have things that I hope to God we never have to use it. Our nuclear is all tippy top now. You don't want to even say it. We have no choice but to say it. We were so far behind. If you look, I call them Obiden, Obama and Biden, what they did to our military, it just was horrible.",https://www.rev.com/blog/transcripts/donald-trump-rush-limbaugh-interview-radio-rally-transcript-october-9,Donald Trump joined Rush Limbaugh’s radio show for a “radio rally” on October 9. Read the transcript of the interview here.
"No, she's fantastic. A fantastic person, fantastic woman, a great student. Her professor, her great professor at Notre Dame said, and he's been teaching a long time, a lot of great legal minds he's taught. He said, ""She's the single greatest student he's ever had."" That was good enough for me. That was a highly respected person. He's a highly respected man. He said, ""Sir, she's the greatest student I've ever had."" Judge Barrett is one of our nation's most brilliant legal minds. She'll defend our rights, our liberties and our God given freedoms. And you saw that. And we were all watching in great amusement as she was so-called grilled by the opposition. That was easy, right? That was easy. That was like one of our great football teams from the area, plenty of them playing a high school football team. That was really something.",https://www.rev.com/blog/transcripts/donald-trump-rally-speech-transcript-martinsburg-pa-october-26,"Donald Trump held a campaign rally in Martinsburg, PA on October 26. Read the transcript of his rally speech here."
"So that's another part of the genius of these people. They brought his ... they have his DNA, more of it than they want even. And they brought it with them with lab technicians who were with them and they assumed that this was Baghdadi. They thought visually it was him, but they assumed it was him. And they did a site, an onsite test. They got samples. And to get to his body they had to remove a lot of debris because the tunnel had collapsed. But these people are very good at that. And they, as I said, they brought body parts back with them, et cetera. There wasn't much left, the vest blew up, but they're still substantial pieces that they brought back. So they did an onsite test because we had to know this and it was a very quick call that took place about 15 minutes after he was killed. And it was positive, ""This is a confirmation, sir.""",https://www.rev.com/blog/transcripts/donald-trump-raid-announcement-transcript-isis-leader-abu-bakr-al-baghdadi-killed,"Donald Trump made a major announcement today: a U.S. Delta Force raid in Syria has resulted in the death of Abu Bakr al-Baghdadi, the leader of ISIS (also known as ISIL). Al-Baghdadi reportedly killed himself by detonating a suicide vest during the raid. Read the full transcript of Trump’s announcement right here on Rev.com."
"No, they had it, just incredible, we were getting full reports on literally a minute by minute basis. Sir, we just broke in, sir, the wall is down, sir, you know, we've captured, sir, two people are coming out right now, hands up fighters.",https://www.rev.com/blog/transcripts/donald-trump-raid-announcement-transcript-isis-leader-abu-bakr-al-baghdadi-killed,"Donald Trump made a major announcement today: a U.S. Delta Force raid in Syria has resulted in the death of Abu Bakr al-Baghdadi, the leader of ISIS (also known as ISIL). Al-Baghdadi reportedly killed himself by detonating a suicide vest during the raid. Read the full transcript of Trump’s announcement right here on Rev.com."
"Then the 11 children out, numerous people were dead within the building that they killed. Then it turned out they gave us a report, sir, there's only one person in the building. We are sure he's in the tunnel trying to escape, but it's a dead end tunnel.",https://www.rev.com/blog/transcripts/donald-trump-raid-announcement-transcript-isis-leader-abu-bakr-al-baghdadi-killed,"Donald Trump made a major announcement today: a U.S. Delta Force raid in Syria has resulted in the death of Abu Bakr al-Baghdadi, the leader of ISIS (also known as ISIL). Al-Baghdadi reportedly killed himself by detonating a suicide vest during the raid. Read the full transcript of Trump’s announcement right here on Rev.com."
"But some of the people here have been incredible warriors. They're warriors, and there's nothing from a legal standpoint. This is a political thing, and every time I'd say, ""This is unfair, let's go to court,"" they say, ""Sir, you can't go to court. This is politics."" We were treated unbelievably unfairly. You have to understand, we first went through Russia, Russia, Russia. It was all bullshit. We then went through The Mueller Report, and they should have come back one day later. They didn't. They came back two years later after lives were ruined, after people went bankrupt, after people lost all their money. People came to Washington to help other people, bright-eyed and bushy-tail, they say, they came one or two or three people in particular, but many people.",https://www.rev.com/blog/transcripts/transcript-donald-trump-talks-impeachment-acquittal-in-news-conference-calls-it-bullsht,"Donald Trump held a press conference on Thursday, February 6, 2020 where he spoke about his impeachment acquittal. Read the full transcript right here on Rev.com."
"Right at the beginning, they said, ""Sir, you have nothing to worry about. All of the facts are on your side."" I said, ""You don't understand. That doesn't matter. That doesn't matter,"" and that was really true. They made up facts. A corrupt politician named Adam Schiff made up my statement to the Ukrainian president. He brought it out of thin air, just made it up. They say he's a screenwriter, a failed screenwriter. He tried to go... unfortunately, he went into politics after that.",https://www.rev.com/blog/transcripts/transcript-donald-trump-talks-impeachment-acquittal-in-news-conference-calls-it-bullsht,"Donald Trump held a press conference on Thursday, February 6, 2020 where he spoke about his impeachment acquittal. Read the full transcript right here on Rev.com."
"I said, ""Add it. They're probably wrong, but add it."" Now everyone agrees that they were perfectly accurate. When you read those transcripts, Tim Scott, I don't know if Tim's here, but he said, ""Sir,"" he was the first one to call me, ""Sir. I read the transcript. You did nothing wrong,"" and Mitch, he stayed there right from the beginning. He never changed. Mitch McConnell, I want to tell you, you did a fantastic job. Somebody said, ""Mitch is quiet,"" and I said, ""He's not quiet. He's not quiet, but he doesn't want people to know him."" They said, ""Is Mitch smart?"" I said, ""Well, let's put it this way. For many, many years, a lot of very smart, bad in many cases, sometimes good, but people have been trying to take his place, and to the best of my knowledge, I've never even heard the subject come up because they'd been wiped out so fast.""",https://www.rev.com/blog/transcripts/transcript-donald-trump-talks-impeachment-acquittal-in-news-conference-calls-it-bullsht,"Donald Trump held a press conference on Thursday, February 6, 2020 where he spoke about his impeachment acquittal. Read the full transcript right here on Rev.com."
"But he's a tremendously talented man, not just as a politician, as a human being he's incredible. And during these horrible times, I mean the way he worked and Jim and all of you guys, the way they worked with so... It was like their life was at stake. So many. Ron DeSantis is another one. He works so hard. Then he called me, he said, ""Sir, I'd like to run for governor."" I said, ""Governor? I don't want you to run. I like you staying.""",https://www.rev.com/blog/transcripts/transcript-donald-trump-talks-impeachment-acquittal-in-news-conference-calls-it-bullsht,"Donald Trump held a press conference on Thursday, February 6, 2020 where he spoke about his impeachment acquittal. Read the full transcript right here on Rev.com."
"Previous administrations gave us very little ammunition for the military and very little shelf space. Let me just tell you. You know it. You know the answer. The previous administration, the shelves were empty. The shelves were empty. So what you should do is speak to the people from the previous administration, Jim, and ask them that question because the shelves were empty. You know what else? The military shelves were also empty. We had no ammunition, literally, and that was said by one of your favorite generals. Sir, we have no ammunition. Guess what? We had very little medical supply also. All right. Go ahead. We'll get it back. We'll get you back. We'll get you back, please.",https://www.rev.com/blog/transcripts/donald-trump-coronavirus-briefing-transcript-april-3-new-cdc-face-mask-recommendations,"Donald Trump and the Coronavirus Task Force held an April 3 press conference. He announced new face mask recommendations by the CDC, and said he opposed mail-in voting for the November election. Read the full briefing transcript here."
"We're looking forward to really ... I mean, look. We're running against radical left ideology. Their messenger is Sleepy Joe. He doesn't know it's his message, he has no idea what the message is. But he's going to do whatever they tell him to do, you know it, because he's not all there. I want to just say that a very good friend of mine just tested positive, do you know that? Our great governor. Governor of Ohio, DeWine, just tested positive just here. And we want to wish him the best. He'll be fine. I guess he's going for a secondary test. I just said, ""I look forward to seeing the governor."" They said, "" Sir, he just tested positive."" But he's a great guy, he's done a fantastic job. And your lieutenant governor, Jon Husted, is here some place. John, hi, John. Thank you, John, very much.",https://www.rev.com/blog/transcripts/donald-trump-speaks-at-ohio-airport-transcript-august-6-says-joe-biden-against-god,"Donald Trump spoke to the press at the airport in Cleveland, Ohio on August 6. He said of Joe Biden: “He’s following the radical left agenda. Take away your guns. Destroy your second amendment. No religion, no anything. Hurt the Bible, hurt God. He’s against God”. Read the transcript here."
"Under this administration, America is working again. America is winning again. And America is respected again, like it hasn't been for a long time. And I can tell you because I meet so many of the leaders, and their presidents, and their kings, and their queens, and their prime ministers, and their everything, dictators every once in a while. Every once in a while, you get an a rogue dictator. And I'll tell you, they always start off, today I had the Crown Prince of Bahrain, and they come in and they say, ""Sir, I'd like to congratulate you on what you've done with the economy of the United States. It's a model for the entire world."" They all say it.",https://www.rev.com/blog/transcripts/donald-trump-new-mexico-rally-transcript-full-speech-transcript,"Donald Trump held a campaign rally in Rio Rancho, New Mexico on September 16, 2019 where he made a pitch to latino voters for his 2020 campaign. He held a rally on the same day that Elizabeth Warren held one in New York City. Read the full transcript of Donald Trump’s New Mexico rally below."
"They were not happy. They were not happy. I'll tell you, Tuesday night, the fake news was not happy. They had their studios all built. CNN had their A- list talent. They don't have A-list talent, but they had the best they could have. And they were all set. This was going to be the end of Trump, because this man was going to lose. But he turned out to be tough and smart. And in all fairness, I helped a lot too. And toward the end of the night, they started dismantling that studio. Probably it would have been there for four weeks. This is the end. But we had two great victories, congressional victories, on Tuesday night. And it was something. The one gentleman won by a number that nobody thought even possible, so much. And the other won a race that he was way, way, way back. In fact, I shouldn't tell you this, but my geniuses, my people, some of those people standing right there, right there, some of them right there, they said, ""Sir, don't get involved in that race, sir. You can't come back from 17 points, sir. It's too much."" I said, ""But you know, I really like the guy. I think he's great. Let's give it a shot."" They say, ""Sir, if you lose, they will never, ever ... It'll be much worse."" I said, ""Let me tell you, I know them very well. Whether I help him or don't help him, it's going to be the same. It's going to be a disaster. So let's help him."" And we campaigned, and we worked hard, right? They said, ""Don't do it, sir. Don't do it. Please don't do it, sir. It'll be very embarrassing."" I said, ""No, I don't mind being embarrassed. I don't mind being embarrassed.""",https://www.rev.com/blog/transcripts/donald-trump-new-mexico-rally-transcript-full-speech-transcript,"Donald Trump held a campaign rally in Rio Rancho, New Mexico on September 16, 2019 where he made a pitch to latino voters for his 2020 campaign. He held a rally on the same day that Elizabeth Warren held one in New York City. Read the full transcript of Donald Trump’s New Mexico rally below."
"We're joined tonight by many terrific Republican leaders, and somebody that's done an incredible job, she ran Michigan for me. And as you know, for the presidential races, Michigan hadn't been won in decades, and she kept saying, ""Could you come back, sir?"" I didn't know who she was. I said, ""Who the heck is the woman in Michigan that keeps asking?"" She said, ""Sir, if you keep coming back, you're going to win Michigan."" Hasn't been won in decades. And I won Michigan. Remember that great, great night? November. That great, great night. ""Donald Trump has won the great state of Michigan."" And they were going crazy on television. They were going, that was not a good night-",https://www.rev.com/blog/transcripts/donald-trump-new-mexico-rally-transcript-full-speech-transcript,"Donald Trump held a campaign rally in Rio Rancho, New Mexico on September 16, 2019 where he made a pitch to latino voters for his 2020 campaign. He held a rally on the same day that Elizabeth Warren held one in New York City. Read the full transcript of Donald Trump’s New Mexico rally below."
"Going crazy on television. They were going, that was not a good night for certain people. Remember the couple of people that were crying? I guess they don't like a strong military. They don't like cutting regulations. They don't like low taxes. They don't like Right to Try, you know Right to Try. All these things we've done. For the Vets, we got choice. We got choice for the Vets. Choice. Everybody said it was impossible. We've rebuilt our military. I told this story for the first time today. A general came into my office in my first few weeks, you remember? It was a little dangerous out there. President Obama left us with a few beauties, right? And I said to this general, ""You better be prepared, because this is looking like it could really be conflict."" And he looked at me and he goes, ""Sir, we have very little ammunition."" I said, ""Say it again."" And I want to tell you the words, very little, he didn't use because it was less than that.",https://www.rev.com/blog/transcripts/donald-trump-new-mexico-rally-transcript-full-speech-transcript,"Donald Trump held a campaign rally in Rio Rancho, New Mexico on September 16, 2019 where he made a pitch to latino voters for his 2020 campaign. He held a rally on the same day that Elizabeth Warren held one in New York City. Read the full transcript of Donald Trump’s New Mexico rally below."
"You know what we got? Unemployment and losses. And some cheap pencils. More than we needed. You could do with one less pencil. Following decades of outsourcing and offshoring, our jobs and factories are coming back home where they belong. If foreign companies do not want to pay our tariffs, there is one very simple solution. Come and make your product in America. Come and make your product in New Mexico. And by the way, I'm just seeing this great group of people, this spirit, is there any place in the world that's more fun or more exciting than a Trump rally? Really? Is there anything? When you think about it, it's not about fun. It's about achievement. Because what we've achieved in the last almost three years is unparalleled. There's never been an administration that in the first two and a half years has done what we've been able to do or achieve. In a few short weeks, we'll be up to 180, sounds impossible, federal judges including court of appeals judges. Because President Obama did us a great favor when I came in, I said, ""I assume I have no judges to appoint."" No sir, you have 138 judges. 138? Didn't put them up, couldn't get them approved. I don't know what happened, but we started off with 138, now we're up to 180. I just signed my 150th federal judge, and court of appeals judge, and we already have two great Supreme Court justices, Gorsuch, and Kavanaugh. Great, great men. So think of that. You know, you come in, and I've always heard the most important thing a president does, I disagree with this by the way, but that's okay. I disagree with a lot of things. Because I think the most important thing is our military, and protecting our country, right? But have you listened to the so-called Washington elite, now why are they elite? We do better than they do, we're smarter than them. We make more money, we have better houses, we have better everything, and then they say the elite. That means you're the super elite. I've always take offense when somebody said, ""President Trump is tired of listening to the elite."" I said, ""No, no, I'm more elite than them."" Right? I think so. I mean, if we go by the old standards, better houses, better schools, made much more money, lived better, had everything going, and then I decide to run for president. And I'll be honest, while we have to put up with these people, and others are, it's incredible. But it's the greatest single decision I've ever made, because our country is turning around so rapidly. I could not be happier, despite what they put us all through. Could not be happier. After years of building up other countries, we're finally building up our country. Isn't that nice? It's time to finally take care of our own. And we're all so aggressively combating the opioid epidemic, which is horrible. And as a result of our nonstop efforts, and billions and billions of dollars invested, last year we saw the first nationwide decline in drug overdose deaths, and it was a very big decline in nearly three decades. 30 years.",https://www.rev.com/blog/transcripts/donald-trump-new-mexico-rally-transcript-full-speech-transcript,"Donald Trump held a campaign rally in Rio Rancho, New Mexico on September 16, 2019 where he made a pitch to latino voters for his 2020 campaign. He held a rally on the same day that Elizabeth Warren held one in New York City. Read the full transcript of Donald Trump’s New Mexico rally below."
"I'd love to take the sucker down and move it right now to New Mexico. And if I did that, they'd go crazy. And they'd say, ""Please sir, don't do that. Please, please."" The same people that are saying, ""We don't want a wall. Why did you put up a wall?"" And I knew that was going to happen. I told my people that was going to happen. But they're very happy with their wall. Most of them won't say it. They love it. It stopped... it only stopped 99.9% of the people coming in. And the only reason I'm not moving it to New Mexico is that it would cost more money to move it than to build you a brand new, beautiful wall, so I'll give you a brand new beautiful wall.",https://www.rev.com/blog/transcripts/donald-trump-new-mexico-rally-transcript-full-speech-transcript,"Donald Trump held a campaign rally in Rio Rancho, New Mexico on September 16, 2019 where he made a pitch to latino voters for his 2020 campaign. He held a rally on the same day that Elizabeth Warren held one in New York City. Read the full transcript of Donald Trump’s New Mexico rally below."
"... New beautiful wall, I'll give you a brand-new one. It's true. It's true. I actually priced it out. It's true. These contractors, all my life I've been deal... They can find a way to make money. ""Sir, it'll cost more money to move the wall that they built a new one."" They have it, but the commission your commissioners wrote, I quote, ""Our communities do not have the resources nor the budgets to handle the massive influx of immigrants we are experiencing."" This is your commissioners writing to us in Washington. Our scarce resources are in danger of being rapidly depleted to the point that we will be unable to effectively care for our own citizens, you, and our existing homeless populations, many of whom are American veterans, right? So, Democrats put illegal aliens before American citizens. Republicans believe that we must take care of our own citizens first. I'm sorry. That includes millions of hardworking, lawful immigrants who waited in line, followed the rules, and came into our country legally. And among those hardest hit by illegal immigration are Hispanic Americans who obey our laws, pay their taxes, contribute to our communities and play by the rules, and they're the ones that want to see something done and we are doing it at a level that nobody else would be capable of doing it. Whether you're a first generation or a 10th generation, every American citizen deserves a government that defends your jobs, your safety, your family, and is always loyal to you. Your politicians have not been loyal to you. They have been loyal to themselves.",https://www.rev.com/blog/transcripts/donald-trump-new-mexico-rally-transcript-full-speech-transcript,"Donald Trump held a campaign rally in Rio Rancho, New Mexico on September 16, 2019 where he made a pitch to latino voters for his 2020 campaign. He held a rally on the same day that Elizabeth Warren held one in New York City. Read the full transcript of Donald Trump’s New Mexico rally below."
"I'm not saying the military is in love with me, the soldiers are. The top people in the Pentagon probably aren't because they want to do nothing but fight wars so that all of those wonderful companies that make the bombs and make the planes and make everything else, stay happy. But we're getting out of the endless wars, you know how we're doing. We defeated 100% of the ISIS caliphate, 100%. When I came in, it was a mess. They have it in a certain color, all ISIS. A year later, I said, ""Where is it?"" ""It's all gone, sir. Because of you, it's all gone,"" because of my philosophy, but all gone. I said, ""That's good. Let's bring our soldiers back home."" Some people don't like to come home. Some people like to continue to spend money.",https://www.rev.com/blog/transcripts/donald-trump-labor-day-press-conference-transcript-criticizes-pentagon-leaders-for-accommodating-arms-makers,"Donald Trump held a news conference on September 7, 2020 in which he criticized military generals & Pentagon chiefs for being beholden to weapons manufacturers & defense contractors, and want to “fight wars” to keep them “happy”. Read the full transcript of his press conference here."
"They said, ""No, sir. That's been canceled."" Secret Service, I have the whole list, they would've had to go through a very, very busy section during the day of Paris. They would have had to go through the city. The Paris police were asking us, ""Please don't do it,"" because they're not ready. When you do that, you need a lot of time. That take days and days and days to prepare for that. I wanted to do it very badly. I was willing to sit in the car for two hours, three hours, four hours, I didn't care. It didn't matter. I had nothing else to do. I went there for that. I had nothing else to do. It was ended because of the terrible weather and nobody was ...",https://www.rev.com/blog/transcripts/donald-trump-labor-day-press-conference-transcript-criticizes-pentagon-leaders-for-accommodating-arms-makers,"Donald Trump held a news conference on September 7, 2020 in which he criticized military generals & Pentagon chiefs for being beholden to weapons manufacturers & defense contractors, and want to “fight wars” to keep them “happy”. Read the full transcript of his press conference here."
"It was ended because of the terrible weather, and nobody was prepared to go through in terms of Paris, the police, the military, and the secret service, and they came out very strongly and said, ""Sir, we can't allow you to make this trip."" If I wanted to, ""Sir, we can't allow you from a safety standpoint.""",https://www.rev.com/blog/transcripts/donald-trump-labor-day-press-conference-transcript-criticizes-pentagon-leaders-for-accommodating-arms-makers,"Donald Trump held a news conference on September 7, 2020 in which he criticized military generals & Pentagon chiefs for being beholden to weapons manufacturers & defense contractors, and want to “fight wars” to keep them “happy”. Read the full transcript of his press conference here."
"Well, I had tremendous numbers of people, I could hear them from the hospital and I was way up high in this very fortified military hospital that's built to the highest standard. And yet through these very powerful windows, I could hear people screaming and shouting and with love, with real love. And after two days, I said, ""I want to go out and say hello to the people."" And I went to secret service, and these are the people that are with me all the time. And they said, ""We have no problem, sir."" I said, ""I just want to take a drive by them and just wave.""",https://www.rev.com/blog/transcripts/donald-trump-tucker-carlson-interview-transcript-first-on-camera-interview-since-covid-diagnosis,Donald Trump joined Tucker Carlson’s show on Fox News for his first on-camera interview since Trump was diagnosed with coronavirus. Read the full transcript of the October 9 interview.
"Great, and you're right, Jim, I looked at this ... I didn't even want to think about it. I see she's setting up an oversight committee. And I'm getting called by other countries saying what a great job we're doing. Could we have some help, sir, with testing. Your tests, they're better than our tests, they're the best tests in the world. We have the best tests in the world, we have the most tests in the world. Could we get ventilators? Is there any way, our people are dying, could we get ventilators? Everything. And they set up an oversight committee about the job we're doing. When she, a month later was in Chinatown dancing, as I said, it's a disgrace. But what's even more of a disgrace is take a look at the people in the committee. They're the greatest Trump haters in history. Maxine Waters, every one of them is people that was screaming impeach before I even announced running.",https://www.rev.com/blog/transcripts/transcript-donald-trump-meets-with-republican-members-of-congress,Donald Trump held a televised meeting with Republican members of congress on May 8. Read the full transcript of the meeting here.
"Well, I think actually the decision to close the country was the biggest decision I've ever had to make and I've said that very loud and clear. I mean we had the greatest economy in history, in the history of the world, not only our economy, it was our greatest economy, best employment numbers, best numbers in every single way. And they said, sir, we have to close the country. I said, what are you talking about close the country? Because nobody's ever heard of such a thing. And we saved millions of lives by doing it. And by putting the ban on China very early was a big thing.",https://www.rev.com/blog/transcripts/donald-trump-david-muir-interview-transcript-covid-19,"Donald Trump sat down with David Muir of ABC News on May 5 for an interview. He said “there’ll be more death” from coronavirus, but reopening is worth it. Full transcript here."
"Let me do that again. It's a fair question. So this morning and last night, my comms people came to me, listen to this one president. I'm glad they're interested in Finland, but what can you do. I'm interested in Finland much more. But my comms people came to me and they said, ""Sir, there's a book or something being written."" It's written by Washington post people, so you know it's inaccurate. You know it's probably a fraud. So two reporters of the Washington... and they said ""President Trump started screaming, ranting and raving that on the southern border, where we are right now building a tremendous wall, it's unbelievable what's going on. Army Corps of Engineers. We're doing a lot. We'll soon have over a hundred miles under construction completed and we're going to end up with over 400 to 500 miles. Okay, ready?",https://www.rev.com/blog/transcripts/donald-trump-press-conference-transcript-with-finland-president-trump-calls-for-schiff-to-resign,"Donald Trump held an explosive series of press conferences alongside the Finnish President Sauli Niinistö on October 2, 2019. The press conferences quickly turned into a barrage of questions about the impeachment inquiry where Trump said Adam Schiff should resign and be looked at for “treason.” Read the full transcript of the morning and afternoon October 2 press conferences right here."
"That I wanted a wall, but I wanted a moat, a moat, whatever that is. Not a word I used, but they used it. A moat. And in the moat I wanted alligators and snakes, and I wanted the wall to be a fence, and I want it to be electrified, and I wanted sharp spikes at the top, so if anyone gets it, it goes piercing through their skin is somewhat the way they said it. Skin piercing spikes. But I want that whole wall to be electrocuted. And ""Sir, you never said that."" They came to me, the comms people, they came to me yesterday and they said, ""Did you say this?"" I said, ""Why are you asking that stupid question?""",https://www.rev.com/blog/transcripts/donald-trump-press-conference-transcript-with-finland-president-trump-calls-for-schiff-to-resign,"Donald Trump held an explosive series of press conferences alongside the Finnish President Sauli Niinistö on October 2, 2019. The press conferences quickly turned into a barrage of questions about the impeachment inquiry where Trump said Adam Schiff should resign and be looked at for “treason.” Read the full transcript of the morning and afternoon October 2 press conferences right here."
"So President Obama left Mitch, and me, and Rand, and all of us, he left 142 openings for judges. You're not supposed to allow any. You don't do that. You know, they say the most important thing a president can do is federal judges, right? Including the Supreme Court, obviously. I came in and I said, ""How many do we have?"" They said, ""How many what, sir?"" I said, ""Judge openings."" And I thought they'd say none, or one or two. He said, ""Sir, we have 142."" I said, ""What?"" I said, ""Tell me again."" He said, ""We have 142."" So Mitch and I and Rand would like to thank very much President Obama, because nobody ever been so generous in their life. Also with us tonight is a great warrior and a great guy, smart, strong, loves your state, and he's really become a good friend of mine. And I'll tell you, he's a little bit different. It's okay. But whenever I've needed him, whenever I needed him, he was always there. It's true. I mean, sometimes like I'd say, "" I don't need you to vote, Rand."" ""Good."" And he'll vote his own way. He's got that little libertarian touch. That's okay. That's okay. But whenever we need, and I'm not talking about me, I'm talking about we, we need a vote, he's so incredible and he's become a really good friend. I want to have him come up for a second. Rand Paul, your Senator, a great warrior.",https://www.rev.com/blog/transcripts/donald-trump-kentucky-rally-speech-transcript-lexington-kentucky-rally,"Donald Trump held a rally on November 4, 2019 in Lexington, Kentucky to support Governor Bevin before the Kentucky election. Kentucky senators Rand Paul and Mitch McConnell made an appearance as well. Read the full transcript right here on Rev.com."
"They say, ""Sir, I'm seeing people,"" and he said this, ""come out from the valleys, come out from the mountains, come out from areas that they've never come out. We have lines that are five blocks long at every voting booth and parlor."" He said, ""I can't speak for the rest of the country, but if the rest of the countries like Tennessee, you're going to have the greatest victory in the history of our nation."" And that's what happened. That was a great statement. That was a great statement from people from a great state, also.",https://www.rev.com/blog/transcripts/donald-trump-kentucky-rally-speech-transcript-lexington-kentucky-rally,"Donald Trump held a rally on November 4, 2019 in Lexington, Kentucky to support Governor Bevin before the Kentucky election. Kentucky senators Rand Paul and Mitch McConnell made an appearance as well. Read the full transcript right here on Rev.com."
"I get a call sometimes from the people in the campaign, ""Sir! Sir, we have an emergency."" ""What's the emergency?"" ""Somebody's calling from the media, the fake news. Did you put a comma in the wrong location, sir? Because they consider it to be a front page story."" Okay.",https://www.rev.com/blog/transcripts/donald-trump-kentucky-rally-speech-transcript-lexington-kentucky-rally,"Donald Trump held a rally on November 4, 2019 in Lexington, Kentucky to support Governor Bevin before the Kentucky election. Kentucky senators Rand Paul and Mitch McConnell made an appearance as well. Read the full transcript right here on Rev.com."
"Unbelievable. Right to try. We will chart a new era of discovery in space, and someday soon we will land on, believe it or not, the surface of the moon only to go to Mars. You know I said we've done the moon. No, they say, sir, we land on the moon to go to Mars, and that's what we're doing with the moon. And we are really, really advanced. It's moving along rapidly. We will defend privacy, free speech, free assembly, religious liberty, and the right to keep and bear arms. And above all, we will never stop fighting for the cherished values that bind us together as one America. We support, protect and defend the constitution of the United States. We stand with the incredible heroes and warriors of law enforcement.",https://www.rev.com/blog/transcripts/donald-trump-kentucky-rally-speech-transcript-lexington-kentucky-rally,"Donald Trump held a rally on November 4, 2019 in Lexington, Kentucky to support Governor Bevin before the Kentucky election. Kentucky senators Rand Paul and Mitch McConnell made an appearance as well. Read the full transcript right here on Rev.com."
"Right? So smart. But you see, I said I was smart and they looked back at me and they said, ""Sir, we've known about that concept for 45 years. We just can't get it approved.""",,
"Now you can fire. They've let go of more than 8,000 bad people. We have reduced opioid deaths for the first time, and very substantially, in 30 years. And we are modernizing critical vaccines. We're doing a great job with vaccines. We are creating a pathway to buy drugs from Canada, that are much, much cheaper, in Florida. Governor Ron DeSantis came to me. He said, ""Sir, this system is so bad."" And you can't fix it unless you have democrat votes, that's why you got to vote the house. You got to get us back the house.",,
"They say, ""Sir, we can buy the drugs in Canada for 50% less."" The same drug made in the same factory, made by the same company. 50% and we can give the benefit for the people that live in Florida, or Colorado, or New Jersey, or wherever you are. This has been going on for a long time. No president has wanted to do it. You know how long it took me to make that decision? I said, ""If you can say 50%, or 25%, or 15% buy it. Do it. Go."" And I gave him authorization, ""Do it.""",,
"Now you're making a fortune. I have people coming up to me all the time. I had one gentlemen come up, ""Sir. Thank you, sir. You've made me look so smart. My wife never respected me for anything, not anything. But now she thinks I'm a great investor. Thank you."" 401k.",,
"Thank you, Dan. That was a good job. That was a good job. He means it, too. He's great. Go out and vote tomorrow for Dan Bishop, please. So, we've had great support over the last six months in particular from a man who happens to be your senator right now, and we need him to keep going, because he has been fantastic. And, I believe he's here tonight. I just came in. The weather wasn't so great to be traveling today, and they said, ""Maybe we could skip North Carolina today, sir."" So, I said, ""No, thank you."" I said, ""No, thank you."" Can you imagine?",https://www.rev.com/blog/transcripts/donald-trump-north-carolina-rally-transcript-in-fayetteville-nc-september-9-2019,"Donald Trump held a rally in Fayetteville, North Carolina on September 9, 2019 to raise awareness about the North Carolina special election and support Dan Bishop. It was another very long Trump rally and speech, and Rev has you covered with the full transcript of the event."
"How good a job has the Coast Guard done during these hurricanes? And I said, ""Admiral, how good are the new Coast Guard cutters?"" He said, ""They're the finest in the world, sir."" And they had old broken equipment that they had to keep going on a shoestring. They have brand new Coast Guard cutters. We had to do it, we had to do it.",https://www.rev.com/blog/transcripts/donald-trump-north-carolina-rally-transcript-in-fayetteville-nc-september-9-2019,"Donald Trump held a rally in Fayetteville, North Carolina on September 9, 2019 to raise awareness about the North Carolina special election and support Dan Bishop. It was another very long Trump rally and speech, and Rev has you covered with the full transcript of the event."
"He said, ""Neither, sir. What you've done in Iran is more important than both of them."" I said, ""You know, I guess you're right when you think about it."" So we've done a good job, all of us together, as a movement we've done a great job for Israel. For years, you watched as your politicians apologized for America. Now you have a president who is standing up for america and we are standing up for the people of North Carolina.",https://www.rev.com/blog/transcripts/donald-trump-north-carolina-rally-transcript-in-fayetteville-nc-september-9-2019,"Donald Trump held a rally in Fayetteville, North Carolina on September 9, 2019 to raise awareness about the North Carolina special election and support Dan Bishop. It was another very long Trump rally and speech, and Rev has you covered with the full transcript of the event."
